Gene,CCA_1,CCA_2,Other_1,Other_2,Total_Reads,Comparison,Biorep,Genome,Isodecoder,ID
nuclear-Ath-ValTAC-183746,72.34251969,54.63743676,74.61269365,86.13676213,12557,Control vs Periodate,Bio Rep1,Nuclear,ValTAC,183746
nuclear-Ath-eMetCAT-171754,71.51825574,47.62315802,38.71359124,79.48744973,482820,Control vs Periodate,Bio Rep1,Nuclear,eMetCAT,171754
nuclear-Ath-iMetCAT-171655,73.86666667,55.46357616,65.56473829,69.58710977,3075,Control vs Periodate,Bio Rep1,Nuclear,iMetCAT,171655
nuclear-Ath-iMetCAT-171659,70.27027027,53.27102804,61.07261996,73.93422655,8823,Control vs Periodate,Bio Rep1,Nuclear,iMetCAT,171659
plastid-Ath-AlaTGC-171845,67.98632368,53.23467572,50.01806865,71.49328308,469610,Control vs Periodate,Bio Rep1,Plastid,AlaTGC,171845
plastid-Ath-ArgACG-171847,73.94259001,51.99862637,27.35950636,63.42666853,520143,Control vs Periodate,Bio Rep1,Plastid,ArgACG,171847
plastid-Ath-ArgTCT-171846,80.00722972,58.03554636,18.29497268,54.3781372,94019,Control vs Periodate,Bio Rep1,Plastid,ArgTCT,171846
plastid-Ath-AsnGTT-171848,87.64925853,76.51837599,18.70042891,43.14397162,381968,Control vs Periodate,Bio Rep1,Plastid,AsnGTT,171848
plastid-Ath-AspGTC-171849,79.75552139,63.58245736,24.21641897,59.12203107,98724,Control vs Periodate,Bio Rep1,Plastid,AspGTC,171849
plastid-Ath-CysGCA-171850,91.33581151,74.75538939,11.47161501,41.6401662,123000,Control vs Periodate,Bio Rep1,Plastid,CysGCA,171850
plastid-Ath-GlnTTG-171851,81.78668468,69.1016845,25.99476551,51.02833967,253521,Control vs Periodate,Bio Rep1,Plastid,GlnTTG,171851
plastid-Ath-GluTTC-171852,86.67940944,69.04135536,18.52163811,53.13842607,516028,Control vs Periodate,Bio Rep1,Plastid,GluTTC,171852
plastid-Ath-GlyGCC-171853,91.03546517,77.66199318,15.49190535,65.84481978,39543,Control vs Periodate,Bio Rep1,Plastid,GlyGCC,171853
plastid-Ath-GlyTCC-171854,90.64900567,73.44241295,10.46762012,42.43094663,60947,Control vs Periodate,Bio Rep1,Plastid,GlyTCC,171854
plastid-Ath-HisGTG-171855,89.06814003,65.80160377,15.53666832,45.49283549,302655,Control vs Periodate,Bio Rep1,Plastid,HisGTG,171855
plastid-Ath-IleCAT-171856,74.24486096,50.45672973,64.76908654,87.6360892,283897,Control vs Periodate,Bio Rep1,Plastid,IleCAT,171856
plastid-Ath-IleGAT-171857,72.21502591,47.71200754,46.00218579,67.03056203,145845,Control vs Periodate,Bio Rep1,Plastid,IleGAT,171857
plastid-Ath-LeuCAA-171859,76.31231118,59.99623139,26.04016,56.93680901,149544,Control vs Periodate,Bio Rep1,Plastid,LeuCAA,171859
plastid-Ath-LeuTAA-171860,78.53107345,58.2078853,71.89061471,76.21381986,49276,Control vs Periodate,Bio Rep1,Plastid,LeuTAA,171860
plastid-Ath-LeuTAG-171858,78.37194608,70.91339381,21.13153327,40.89652646,180457,Control vs Periodate,Bio Rep1,Plastid,LeuTAG,171858
plastid-Ath-LysTTT-171861,77.51610175,53.47570465,29.86082592,66.61952726,56564,Control vs Periodate,Bio Rep1,Plastid,LysTTT,171861
plastid-Ath-PheGAA-171864,80.039487,65.31222814,24.52323627,58.72394465,276577,Control vs Periodate,Bio Rep1,Plastid,PheGAA,171864
plastid-Ath-ProTGG-171865,83.24838267,57.29981688,16.70476813,35.39470854,21546,Control vs Periodate,Bio Rep1,Plastid,ProTGG,171865
plastid-Ath-SerGCT-171868,83.63506644,75.69230769,30.08043898,47.74608468,32830,Control vs Periodate,Bio Rep1,Plastid,SerGCT,171868
plastid-Ath-SerGGA-171866,75.07886435,70.97605498,36.75034753,56.24412704,82429,Control vs Periodate,Bio Rep1,Plastid,SerGGA,171866
plastid-Ath-SerTGA-171867,88.00718793,71.98821286,14.91886445,39.19688027,76534,Control vs Periodate,Bio Rep1,Plastid,SerTGA,171867
plastid-Ath-ThrGGT-171869,86.37595534,67.99066394,13.56150584,34.31254449,79213,Control vs Periodate,Bio Rep1,Plastid,ThrGGT,171869
plastid-Ath-ThrTGT-171870,87.51508076,70.77141608,12.94257157,29.57291266,55505,Control vs Periodate,Bio Rep1,Plastid,ThrTGT,171870
plastid-Ath-TrpCCA-171871,83.40022612,58.96209321,17.82985345,52.59170174,101262,Control vs Periodate,Bio Rep1,Plastid,TrpCCA,171871
plastid-Ath-TyrGTA-171872,84.14151726,63.00464436,16.73926902,54.20826641,360742,Control vs Periodate,Bio Rep1,Plastid,TyrGTA,171872
plastid-Ath-ValGAC-171873,85.66406847,64.08288565,20.80610022,39.41648262,16865,Control vs Periodate,Bio Rep1,Plastid,ValGAC,171873
plastid-Ath-ValTAC-171874,82.76953722,58.98946493,22.51956785,36.03475794,58840,Control vs Periodate,Bio Rep1,Plastid,ValTAC,171874
plastid-Ath-eMetCAT-171862,81.48919552,56.5359122,16.52268405,38.24733275,33308,Control vs Periodate,Bio Rep1,Plastid,eMetCAT,171862
plastid-Ath-iMetCAT-171863,83.88689032,71.44186047,45.38517774,67.03465195,31669,Control vs Periodate,Bio Rep1,Plastid,iMetCAT,171863
mitochondrial-Ath-AsnGTT-183766,76.81209603,1.905511811,42.15902263,75.47789148,130748,Periodate vs Deacylated,Bio Rep2,Mitochondrial,AsnGTT,183766
mitochondrial-Ath-AspGTC-171828,64.17848737,18.97289586,51.98668418,67.88087056,74216,Periodate vs Deacylated,Bio Rep2,Mitochondrial,AspGTC,171828
mitochondrial-Ath-CysGCA-171829,59.11167977,15.90975396,44.16919662,49.01834408,98564,Periodate vs Deacylated,Bio Rep2,Mitochondrial,CysGCA,171829
mitochondrial-Ath-GlnTTG-171830,68.61538462,15.56603774,46.29367328,75.79908676,5112,Periodate vs Deacylated,Bio Rep2,Mitochondrial,GlnTTG,171830
mitochondrial-Ath-GluTTC-171831,42.7006247,4.450499546,67.9323204,76.66878576,41885,Periodate vs Deacylated,Bio Rep2,Mitochondrial,GluTTC,171831
mitochondrial-Ath-GlyGCC-171832,67.88047867,9.827873404,48.79323308,67.09901352,32074,Periodate vs Deacylated,Bio Rep2,Mitochondrial,GlyGCC,171832
mitochondrial-Ath-HisGTG-171833,63.22411296,32.69961977,45.8922056,67.36972705,45673,Periodate vs Deacylated,Bio Rep2,Mitochondrial,HisGTG,171833
mitochondrial-Ath-IleCAT-171837,62.36065574,42.65232975,68.38723051,70.04830918,6687,Periodate vs Deacylated,Bio Rep2,Mitochondrial,IleCAT,171837
mitochondrial-Ath-LysTTT-171834,53.86944818,8.955223881,77.31990232,84.77272727,14864,Periodate vs Deacylated,Bio Rep2,Mitochondrial,LysTTT,171834
mitochondrial-Ath-ProTGG-171838,72.9889043,1.592718999,47.62077733,81.91358025,10366,Periodate vs Deacylated,Bio Rep2,Mitochondrial,ProTGG,171838
mitochondrial-Ath-SerGCT-171840,76,39.14529915,43.4604223,65.80946815,11704,Periodate vs Deacylated,Bio Rep2,Mitochondrial,SerGCT,171840
mitochondrial-Ath-SerTGA-171841,73.70950027,42.61036468,35.32806535,49.6131528,12297,Periodate vs Deacylated,Bio Rep2,Mitochondrial,SerTGA,171841
mitochondrial-Ath-TrpCCA-171842,58.56482084,23.95728155,52.19400688,68.12408705,321825,Periodate vs Deacylated,Bio Rep2,Mitochondrial,TrpCCA,171842
mitochondrial-Ath-TyrGTA-171844,61.5225057,28.61085557,68.65919064,79.82928187,36154,Periodate vs Deacylated,Bio Rep2,Mitochondrial,TyrGTA,171844
mitochondrial-Ath-eMetCAT-171836,61.58212132,9.214092141,36.52330556,51.44736842,5201,Periodate vs Deacylated,Bio Rep2,Mitochondrial,eMetCAT,171836
mitochondrial-Ath-iMetCAT-171835,81.9657349,7.101449275,36.66476299,58.20714718,3402,Periodate vs Deacylated,Bio Rep2,Mitochondrial,iMetCAT,171835
nuclear-Ath-AlaAGC-171748,44.69346985,1.037173015,80.16757257,85.71737577,717930,Periodate vs Deacylated,Bio Rep2,Nuclear,AlaAGC,171748
nuclear-Ath-AlaAGC-171749,42.93496976,1.161902944,82.59227578,87.66916143,1824592,Periodate vs Deacylated,Bio Rep2,Nuclear,AlaAGC,171749
nuclear-Ath-AlaAGC-183743,43.48339222,1.161696466,77.95590773,84.92908842,792565,Periodate vs Deacylated,Bio Rep2,Nuclear,AlaAGC,183743
nuclear-Ath-AlaCGC-171750,44.45133912,1.212121212,83.76722121,87.53661637,362039,Periodate vs Deacylated,Bio Rep2,Nuclear,AlaCGC,171750
nuclear-Ath-AlaCGC-171752,45.92551909,1.334542628,82.34333034,86.29251399,530647,Periodate vs Deacylated,Bio Rep2,Nuclear,AlaCGC,171752
nuclear-Ath-AlaCGC-183744,47.27830176,1.000746826,78.61215462,84.2437222,222439,Periodate vs Deacylated,Bio Rep2,Nuclear,AlaCGC,183744
nuclear-Ath-AlaTGC-171747,44.05919521,1.145587052,83.12388924,88.09355211,1945403,Periodate vs Deacylated,Bio Rep2,Nuclear,AlaTGC,171747
nuclear-Ath-AlaTGC-171751,40.53178943,0.767557887,83.23386662,88.00632135,343326,Periodate vs Deacylated,Bio Rep2,Nuclear,AlaTGC,171751
nuclear-Ath-ArgACG-171679,55.36970455,11.30012151,53.38992313,81.43469434,31882,Periodate vs Deacylated,Bio Rep2,Nuclear,ArgACG,171679
nuclear-Ath-ArgACG-171680,55.68389643,11.49989769,54.32517476,83.11158724,188156,Periodate vs Deacylated,Bio Rep2,Nuclear,ArgACG,171680
nuclear-Ath-ArgACG-171681,53.25878594,7.518610422,47.28250308,70.82458554,90998,Periodate vs Deacylated,Bio Rep2,Nuclear,ArgACG,171681
nuclear-Ath-ArgACG-171682,54.31773968,7.898658718,49.20926661,72.39413441,229354,Periodate vs Deacylated,Bio Rep2,Nuclear,ArgACG,171682
nuclear-Ath-ArgACG-171683,51.11080823,9.870848708,62.4961663,84.70007057,138635,Periodate vs Deacylated,Bio Rep2,Nuclear,ArgACG,171683
nuclear-Ath-ArgACG-171772,50.10690062,7.940663176,63.94135552,83.49416679,89119,Periodate vs Deacylated,Bio Rep2,Nuclear,ArgACG,171772
nuclear-Ath-ArgCCG-171678,62.86796163,6.447625405,42.45037504,64.86545177,578149,Periodate vs Deacylated,Bio Rep2,Nuclear,ArgCCG,171678
nuclear-Ath-ArgCCG-171686,55.81066761,3.157894737,65.60563723,77.18402882,28024,Periodate vs Deacylated,Bio Rep2,Nuclear,ArgCCG,171686
nuclear-Ath-ArgCCG-183763,48.31722759,4.455445545,59.52798382,79.12144703,9350,Periodate vs Deacylated,Bio Rep2,Nuclear,ArgCCG,183763
nuclear-Ath-ArgCCT-171715,52.91529835,0.580645161,55.8283384,74.54426014,42626,Periodate vs Deacylated,Bio Rep2,Nuclear,ArgCCT,171715
nuclear-Ath-ArgCCT-171716,52.93758388,0.891049008,57.00170523,73.84156032,682634,Periodate vs Deacylated,Bio Rep2,Nuclear,ArgCCT,171716
nuclear-Ath-ArgCCT-171719,48.39225479,3.780864198,65.93773082,77.90971847,169232,Periodate vs Deacylated,Bio Rep2,Nuclear,ArgCCT,171719
nuclear-Ath-ArgTCG-171676,46.4659387,3.904902935,59.56206388,71.81240673,748991,Periodate vs Deacylated,Bio Rep2,Nuclear,ArgTCG,171676
nuclear-Ath-ArgTCG-171677,49.9483903,3.251433251,52.81424648,68.52281516,363193,Periodate vs Deacylated,Bio Rep2,Nuclear,ArgTCG,171677
nuclear-Ath-ArgTCT-171693,63.00619947,5.686936937,70.15828023,83.06232416,113402,Periodate vs Deacylated,Bio Rep2,Nuclear,ArgTCT,171693
nuclear-Ath-ArgTCT-171694,66.58490588,6.917727806,73.53386083,85.76112954,404338,Periodate vs Deacylated,Bio Rep2,Nuclear,ArgTCT,171694
nuclear-Ath-ArgTCT-171695,69.68948421,4.241645244,66.30876259,80.40384535,194444,Periodate vs Deacylated,Bio Rep2,Nuclear,ArgTCT,171695
nuclear-Ath-ArgTCT-171696,68.21236559,4.593373494,67.0990566,82.10242588,61692,Periodate vs Deacylated,Bio Rep2,Nuclear,ArgTCT,171696
nuclear-Ath-ArgTCT-171714,68.79539265,3.95869191,51.95398225,72.26200707,83836,Periodate vs Deacylated,Bio Rep2,Nuclear,ArgTCT,171714
nuclear-Ath-ArgTCT-171717,64.09064213,5.242718447,59.18171648,75.46840267,68950,Periodate vs Deacylated,Bio Rep2,Nuclear,ArgTCT,171717
nuclear-Ath-AsnGTT-171725,55.86697344,1.324503311,64.8585079,86.71476333,32893,Periodate vs Deacylated,Bio Rep2,Nuclear,AsnGTT,171725
nuclear-Ath-AsnGTT-171727,55.83410869,1.715881883,66.22044769,86.51504009,399379,Periodate vs Deacylated,Bio Rep2,Nuclear,AsnGTT,171727
nuclear-Ath-AsnGTT-171729,56.16131599,2.264342959,66.55188089,88.90926791,495438,Periodate vs Deacylated,Bio Rep2,Nuclear,AsnGTT,171729
nuclear-Ath-AsnGTT-183736,58.8851586,1.292775665,60.06564804,85.00911993,52033,Periodate vs Deacylated,Bio Rep2,Nuclear,AsnGTT,183736
nuclear-Ath-AsnGTT-183738,54.82246446,1.848210775,65.21189542,86.21829612,108638,Periodate vs Deacylated,Bio Rep2,Nuclear,AsnGTT,183738
nuclear-Ath-AsnGTT-183739,55.60785587,2.172389629,68.27088966,88.59768278,90185,Periodate vs Deacylated,Bio Rep2,Nuclear,AsnGTT,183739
nuclear-Ath-AspGTC-171804,59.081672,21.50952886,44.84538657,72.83780158,2367649,Periodate vs Deacylated,Bio Rep2,Nuclear,AspGTC,171804
nuclear-Ath-CysGCA-171684,65.15483266,21.07055961,36.10600368,50.63656017,29181,Periodate vs Deacylated,Bio Rep2,Nuclear,CysGCA,171684
nuclear-Ath-CysGCA-171742,66.81003584,25.19280206,48.5619469,62.56015399,6463,Periodate vs Deacylated,Bio Rep2,Nuclear,CysGCA,171742
nuclear-Ath-CysGCA-171756,64.3808847,29.53736655,58.42995347,73.2253454,15640,Periodate vs Deacylated,Bio Rep2,Nuclear,CysGCA,171756
nuclear-Ath-CysGCA-171757,67.74537696,33.45724907,48.96551724,70.66521265,6427,Periodate vs Deacylated,Bio Rep2,Nuclear,CysGCA,171757
nuclear-Ath-CysGCA-171758,62.78820785,23.20978769,48.2641293,56.516977,56942,Periodate vs Deacylated,Bio Rep2,Nuclear,CysGCA,171758
nuclear-Ath-CysGCA-171759,67.85611511,36.43659711,40.38939875,56.82605683,13102,Periodate vs Deacylated,Bio Rep2,Nuclear,CysGCA,171759
nuclear-Ath-CysGCA-171762,65.53719008,25.14792899,41.63048722,58.52760736,4961,Periodate vs Deacylated,Bio Rep2,Nuclear,CysGCA,171762
nuclear-Ath-CysGCA-183742,64.28327451,25.53418803,38.92636117,59.42782835,16688,Periodate vs Deacylated,Bio Rep2,Nuclear,CysGCA,183742
nuclear-Ath-CysGCA-183745,67.27480046,26.35379061,39.3918452,49.7277677,3445,Periodate vs Deacylated,Bio Rep2,Nuclear,CysGCA,183745
nuclear-Ath-GlnCTG-171763,61.03109703,11.97948718,44.19372158,59.86332949,75474,Periodate vs Deacylated,Bio Rep2,Nuclear,GlnCTG,171763
nuclear-Ath-GlnCTG-171765,52.79113041,7.357859532,50.20269488,67.59861292,30515,Periodate vs Deacylated,Bio Rep2,Nuclear,GlnCTG,171765
nuclear-Ath-GlnCTG-171773,57.5695965,11.84,46.80643081,60.12123146,54350,Periodate vs Deacylated,Bio Rep2,Nuclear,GlnCTG,171773
nuclear-Ath-GlnCTG-171774,55.77509879,12.39986068,46.49376372,59.53488372,44457,Periodate vs Deacylated,Bio Rep2,Nuclear,GlnCTG,171774
nuclear-Ath-GlnCTG-171775,58.38594113,9.717475507,44.53276047,60.75292855,394766,Periodate vs Deacylated,Bio Rep2,Nuclear,GlnCTG,171775
nuclear-Ath-GlnTTG-171777,45.69440673,8.334156216,62.92437398,70.90862084,432161,Periodate vs Deacylated,Bio Rep2,Nuclear,GlnTTG,171777
nuclear-Ath-GlnTTG-183749,49.16615679,6.739049045,54.4765673,62.06145542,161139,Periodate vs Deacylated,Bio Rep2,Nuclear,GlnTTG,183749
nuclear-Ath-GluCTC-171821,72.76008159,16.39846743,43.76528426,70.83798883,83805,Periodate vs Deacylated,Bio Rep2,Nuclear,GluCTC,171821
nuclear-Ath-GluCTC-171824,71.25800087,18.14404432,42.56109305,71.05052125,197927,Periodate vs Deacylated,Bio Rep2,Nuclear,GluCTC,171824
nuclear-Ath-GluCTC-171825,73.23849744,13.06818182,40.20269148,69.56772334,31830,Periodate vs Deacylated,Bio Rep2,Nuclear,GluCTC,171825
nuclear-Ath-GluTTC-171820,65.08419549,17.72165056,53.16564251,75.88117323,533139,Periodate vs Deacylated,Bio Rep2,Nuclear,GluTTC,171820
nuclear-Ath-GluTTC-171822,68.11236623,17.20510894,52.60302924,76.34198365,76601,Periodate vs Deacylated,Bio Rep2,Nuclear,GluTTC,171822
nuclear-Ath-GluTTC-171826,66.25521131,14.7008547,54.2161009,77.48267898,29317,Periodate vs Deacylated,Bio Rep2,Nuclear,GluTTC,171826
nuclear-Ath-GluTTC-183764,65.84880637,15.93886463,62.60229809,80.65061259,26561,Periodate vs Deacylated,Bio Rep2,Nuclear,GluTTC,183764
nuclear-Ath-GlyCCC-171713,52.64875259,3.444608567,61.64973979,75.11834407,659472,Periodate vs Deacylated,Bio Rep2,Nuclear,GlyCCC,171713
nuclear-Ath-GlyGCC-171688,62.13449128,4.257767549,54.72875487,76.39228471,62810,Periodate vs Deacylated,Bio Rep2,Nuclear,GlyGCC,171688
nuclear-Ath-GlyGCC-171690,67.00328441,5.235109718,56.86015133,82.23336118,188046,Periodate vs Deacylated,Bio Rep2,Nuclear,GlyGCC,171690
nuclear-Ath-GlyGCC-171691,61.81235435,4.800928406,59.78430189,81.53161322,2122577,Periodate vs Deacylated,Bio Rep2,Nuclear,GlyGCC,171691
nuclear-Ath-GlyGCC-171692,67.65737185,2.75175644,55.05440901,69.58689459,18941,Periodate vs Deacylated,Bio Rep2,Nuclear,GlyGCC,171692
nuclear-Ath-GlyTCC-171720,45.65049709,3.622486067,72.31636407,82.65857092,637664,Periodate vs Deacylated,Bio Rep2,Nuclear,GlyTCC,171720
nuclear-Ath-HisGTG-171768,46.80329439,14.90606714,63.37665253,63.01232543,257732,Periodate vs Deacylated,Bio Rep2,Nuclear,HisGTG,171768
nuclear-Ath-HisGTG-171770,48.16675575,15.71802421,54.84275819,52.25675465,54239,Periodate vs Deacylated,Bio Rep2,Nuclear,HisGTG,171770
nuclear-Ath-HisGTG-183747,46.97464952,15.67647059,58.01079696,56.61605206,81248,Periodate vs Deacylated,Bio Rep2,Nuclear,HisGTG,183747
nuclear-Ath-HisGTG-183748,44.58909033,14.88833747,66.04474576,62.07415773,42188,Periodate vs Deacylated,Bio Rep2,Nuclear,HisGTG,183748
nuclear-Ath-IleAAT-171735,45.9179997,39.52592966,78.01294227,79.73953916,1400259,Periodate vs Deacylated,Bio Rep2,Nuclear,IleAAT,171735
nuclear-Ath-IleAAT-171736,42.7282514,36.93045813,79.77460969,80.25566576,1740476,Periodate vs Deacylated,Bio Rep2,Nuclear,IleAAT,171736
nuclear-Ath-IleTAT-171721,49.34461281,51.58924205,68.42028007,68.33752661,39230,Periodate vs Deacylated,Bio Rep2,Nuclear,IleTAT,171721
nuclear-Ath-IleTAT-171764,50.31275948,45.80067189,69.26728024,68.57109338,67305,Periodate vs Deacylated,Bio Rep2,Nuclear,IleTAT,171764
nuclear-Ath-LeuAAG-171816,57.40731218,4.616882214,66.13629888,78.03563902,795397,Periodate vs Deacylated,Bio Rep2,Nuclear,LeuAAG,171816
nuclear-Ath-LeuAAG-171817,57.21358564,4.689053352,65.82784406,78.05466335,802769,Periodate vs Deacylated,Bio Rep2,Nuclear,LeuAAG,171817
nuclear-Ath-LeuCAA-171786,50.32029134,4.985394352,62.93925069,72.02397167,162834,Periodate vs Deacylated,Bio Rep2,Nuclear,LeuCAA,171786
nuclear-Ath-LeuCAA-171787,55.41966427,5.171319797,64.7539444,73.87700978,118546,Periodate vs Deacylated,Bio Rep2,Nuclear,LeuCAA,171787
nuclear-Ath-LeuCAA-171789,57.01323251,5.574324324,64.88073246,73.45932338,202221,Periodate vs Deacylated,Bio Rep2,Nuclear,LeuCAA,171789
nuclear-Ath-LeuCAA-171790,57.50082714,5.186385737,62.73055307,72.80041145,181307,Periodate vs Deacylated,Bio Rep2,Nuclear,LeuCAA,171790
nuclear-Ath-LeuCAA-183751,51.08443067,4.500978474,63.2925789,72.21315933,15907,Periodate vs Deacylated,Bio Rep2,Nuclear,LeuCAA,183751
nuclear-Ath-LeuCAG-171781,54.92500728,4.693381906,60.84991741,73.09922417,315485,Periodate vs Deacylated,Bio Rep2,Nuclear,LeuCAG,171781
nuclear-Ath-LeuTAA-171698,57.78268781,3.956248545,56.32925043,75.60186237,105703,Periodate vs Deacylated,Bio Rep2,Nuclear,LeuTAA,171698
nuclear-Ath-LeuTAA-171699,57.9859929,4.785302286,56.85447487,75.15920187,114154,Periodate vs Deacylated,Bio Rep2,Nuclear,LeuTAA,171699
nuclear-Ath-LeuTAA-171791,46.54389785,4.714086471,54.53752328,70.44761355,71734,Periodate vs Deacylated,Bio Rep2,Nuclear,LeuTAA,171791
nuclear-Ath-LeuTAG-171673,45.96530468,4.216087429,79.84276438,87.34796855,897851,Periodate vs Deacylated,Bio Rep2,Nuclear,LeuTAG,171673
nuclear-Ath-LeuTAG-171675,45.27894375,4.647463212,75.93595461,85.34727483,766600,Periodate vs Deacylated,Bio Rep2,Nuclear,LeuTAG,171675
nuclear-Ath-LeuTAG-171685,45.13542941,4.703500834,77.4138779,85.70334179,711174,Periodate vs Deacylated,Bio Rep2,Nuclear,LeuTAG,171685
nuclear-Ath-LysCTT-171703,61.10883187,10.22837707,53.53568612,77.73329727,133894,Periodate vs Deacylated,Bio Rep2,Nuclear,LysCTT,171703
nuclear-Ath-LysCTT-171704,61.64565217,12.03045352,45.5320429,71.78404538,1338810,Periodate vs Deacylated,Bio Rep2,Nuclear,LysCTT,171704
nuclear-Ath-LysCTT-183733,63.22426721,11.83765502,41.29416943,70.84155161,28031,Periodate vs Deacylated,Bio Rep2,Nuclear,LysCTT,183733
nuclear-Ath-LysTTT-171707,69.57924547,24.68031424,39.07218655,61.9733973,208134,Periodate vs Deacylated,Bio Rep2,Nuclear,LysTTT,171707
nuclear-Ath-LysTTT-171712,68.12192411,19.83499484,41.43189214,61.58721775,29083,Periodate vs Deacylated,Bio Rep2,Nuclear,LysTTT,171712
nuclear-Ath-LysTTT-183734,68.8892543,20.42056297,38.25849149,59.08764298,209092,Periodate vs Deacylated,Bio Rep2,Nuclear,LysTTT,183734
nuclear-Ath-PheGAA-171718,49.39695696,16.92893633,63.83091531,73.18091324,1047482,Periodate vs Deacylated,Bio Rep2,Nuclear,PheGAA,171718
nuclear-Ath-ProAGG-171737,73.51740581,1.243622449,46.19914486,73.95565152,166401,Periodate vs Deacylated,Bio Rep2,Nuclear,ProAGG,171737
nuclear-Ath-ProAGG-171738,75.92925121,1.090342679,42.27968803,74.78397486,41139,Periodate vs Deacylated,Bio Rep2,Nuclear,ProAGG,171738
nuclear-Ath-ProAGG-171743,70.7793484,1.254390366,43.68913029,71.21190235,124387,Periodate vs Deacylated,Bio Rep2,Nuclear,ProAGG,171743
nuclear-Ath-ProCGG-171760,66.90720774,0.835266821,66.15165041,80.45705994,115425,Periodate vs Deacylated,Bio Rep2,Nuclear,ProCGG,171760
nuclear-Ath-ProCGG-171761,66.82559359,1.121741999,66.61594489,81.54529956,173490,Periodate vs Deacylated,Bio Rep2,Nuclear,ProCGG,171761
nuclear-Ath-ProTGG-171741,69.71457312,1.003167899,58.56042685,80.85321472,105851,Periodate vs Deacylated,Bio Rep2,Nuclear,ProTGG,171741
nuclear-Ath-ProTGG-171744,66.34383293,1.424189308,56.49939511,80.94522378,330619,Periodate vs Deacylated,Bio Rep2,Nuclear,ProTGG,171744
nuclear-Ath-SerAGA-171812,44.58635892,27.8109029,89.70587254,93.61887162,186629,Periodate vs Deacylated,Bio Rep2,Nuclear,SerAGA,171812
nuclear-Ath-SerAGA-171813,49.83593726,33.72701814,85.03287955,91.63730781,542103,Periodate vs Deacylated,Bio Rep2,Nuclear,SerAGA,171813
nuclear-Ath-SerAGA-171814,37.06720978,28.92561983,76.57442748,83.9309429,2849,Periodate vs Deacylated,Bio Rep2,Nuclear,SerAGA,171814
nuclear-Ath-SerAGA-171815,56.35220126,35.48387097,80.16961836,84.98062016,5041,Periodate vs Deacylated,Bio Rep2,Nuclear,SerAGA,171815
nuclear-Ath-SerAGA-183750,55.86983309,35.25402726,55.11363636,70.29538971,50643,Periodate vs Deacylated,Bio Rep2,Nuclear,SerAGA,183750
nuclear-Ath-SerAGA-183759,48.38335355,31.10733366,84.34667019,90.82094376,165981,Periodate vs Deacylated,Bio Rep2,Nuclear,SerAGA,183759
nuclear-Ath-SerAGA-183762,59.22785093,36.26570916,76.10770461,84.93373005,26149,Periodate vs Deacylated,Bio Rep2,Nuclear,SerAGA,183762
nuclear-Ath-SerCGA-171782,42.2063253,21.02009274,73.62811941,79.30262316,39592,Periodate vs Deacylated,Bio Rep2,Nuclear,SerCGA,171782
nuclear-Ath-SerCGA-171785,46.96283163,22.18139625,68.76179536,74.77560976,117996,Periodate vs Deacylated,Bio Rep2,Nuclear,SerCGA,171785
nuclear-Ath-SerCGA-171794,45.80216791,24.79591837,65.0838652,74.54380155,87002,Periodate vs Deacylated,Bio Rep2,Nuclear,SerCGA,171794
nuclear-Ath-SerGCT-171796,57.69302067,22.07729469,51.93245862,71.14982578,52066,Periodate vs Deacylated,Bio Rep2,Nuclear,SerGCT,171796
nuclear-Ath-SerGCT-171797,54.83866574,22.25086763,54.46968428,73.40453586,199173,Periodate vs Deacylated,Bio Rep2,Nuclear,SerGCT,171797
nuclear-Ath-SerGCT-171798,57.7048571,21.99727263,47.5808765,67.83738192,214397,Periodate vs Deacylated,Bio Rep2,Nuclear,SerGCT,171798
nuclear-Ath-SerGCT-171800,59.26316272,24.76107732,49.31955411,68.53471843,46718,Periodate vs Deacylated,Bio Rep2,Nuclear,SerGCT,171800
nuclear-Ath-SerGCT-183728,64.88095238,29.98846597,50.49161365,64.69869707,38765,Periodate vs Deacylated,Bio Rep2,Nuclear,SerGCT,183728
nuclear-Ath-SerGCT-183752,53.25431625,25.53505535,53.72225745,72.12507714,36401,Periodate vs Deacylated,Bio Rep2,Nuclear,SerGCT,183752
nuclear-Ath-SerTGA-171783,38.99397389,19.57943925,66.05681818,70.65679419,42493,Periodate vs Deacylated,Bio Rep2,Nuclear,SerTGA,171783
nuclear-Ath-SerTGA-171784,44.26309977,17.31301939,66.22876088,71.10844338,26629,Periodate vs Deacylated,Bio Rep2,Nuclear,SerTGA,171784
nuclear-Ath-SerTGA-171792,36.61219973,14.96472959,68.87398432,76.09699305,123611,Periodate vs Deacylated,Bio Rep2,Nuclear,SerTGA,171792
nuclear-Ath-SerTGA-171793,41.92996669,18.38975297,66.37610097,73.92652672,37231,Periodate vs Deacylated,Bio Rep2,Nuclear,SerTGA,171793
nuclear-Ath-ThrAGT-171722,47.76445333,42.06873761,67.8903771,74.40148888,95964,Periodate vs Deacylated,Bio Rep2,Nuclear,ThrAGT,171722
nuclear-Ath-ThrAGT-171723,54.04226341,43.72725532,62.28379257,70.78997426,142465,Periodate vs Deacylated,Bio Rep2,Nuclear,ThrAGT,171723
nuclear-Ath-ThrAGT-171731,53.23997479,41.05847204,66.90631538,75.8428704,172817,Periodate vs Deacylated,Bio Rep2,Nuclear,ThrAGT,171731
